id,search_term,impressions,conversions,cost,account_id
4205,refrigeradores en oferta,57,0.0,2560000,5555555555
672,pasta de dientes oral b detox,1,0.0,170000,5555555555
8441,jabon bold liquido,1,0.0,430000,5555555555
6734,cereal tienda,6,0.0,1010000,5555555555
8988,cacerola tramontina 22 cm,1,0.0,180000,5555555555
2762,lavadoras en oferta,41,0.0,24800000,5555555555
8654,detergente ariel,7,0.0,2100000,5555555555
400,suavitel,10,0.0,1730000,5555555555
8292,shampoo palmolive,2,0.0,540000,5555555555
4130,samsung refrigerador,3,0.0,1380000,5555555555
1299,bulto de croquetas ganador,3,0.0,710000,5555555555
7963,leche entera santa clara,5,0.0,1580000,5555555555
6899,leche santa clara deslactosada,8,0.0,1080000,5555555555
1975,lavasecadora lg 12 7 kg,1,0.0,2060000,5555555555
6659,baileys moro,1,0.0,10000,5555555555
8130,carnation clavel,74,0.0,110000,5555555555
835,cepillo fanelle,4,0.0,1740000,5555555555
8128,nidal kinder,1,0.0,10000,5555555555
206,tequila,12,0.0,6340000,5555555555
4551,refrigerador duplex,37,0.0,4430000,5555555555
8442,mas color 6.64,5,0.0,1120000,5555555555
2150,roku express,169,0.0,9010000,5555555555
9330,lavadoras,154,0.0,23520000,5555555555
5606,bestek supresor multicontacto,1,0.0,270000,5555555555
903,7509546073767,1,0.0,580000,5555555555
8499,raid laminitas,14,0.0,670000,5555555555
2521,boones bebida,21,0.0,10000,5555555555
6825,crema para batir,12,0.0,1700000,5555555555
745,tienda scooter,5,0.0,470000,5555555555
2127,impresora hp smart tank 580,71,0.0,7750000,5555555555
4699,hammond collection giganotosaurus,13,0.0,60000,5555555555
4249,refrigerador 20 pies,36,0.0,23880000,5555555555
5817,laptop hp 8gb ram,6,0.0,830000,5555555555
5432,smart 55,1,0.0,80000,5555555555
5355,pantalla jvc roku,1,0.0,400000,5555555555
1337,croquetas para gato,12,0.0,1910000,5555555555
8511,destapacaños harpic,2,0.0,110000,5555555555
2114,nintendo switch modelo hdh 001,1,0.0,290000,5555555555
4458,aire acondicionado 220v 12000 btu,1,0.0,2350000,5555555555
1541,estufa tienda,7,0.0,2090000,5555555555
9709,jose cuervo especial,21,0.0,260000,5555555555
976,desodorante gillette,27,0.0,3500000,5555555555
6148,cera ortodoncia,8,0.0,80000,5555555555
9696,medallones de atun,23,0.0,60000,5555555555
8526,desinfectantes clorox,1,0.0,730000,5555555555
1846,estufa 4 quemadores con horno,32,0.0,8200000,5555555555
3781,aurrera aire acondicionado,3,0.0,700000,5555555555
4477,lavadora midea 13 kg,4,0.0,640000,5555555555
1139,indominus rex,12,0.0,380000,5555555555
168,jack daniels,27,0.0,980000,5555555555
9527,bodega aurrera,15,0.0,1450000,5555555555
405,suavitel,24,0.0,6950000,5555555555
7419,jumex naranjada mineral,1,0.0,40000,5555555555
3524,tienda linea blanca refrigeradores,1,0.0,290000,5555555555
7514,bebida energetica boots,1,0.0,10000,5555555555
541,tienda online,10,0.0,12360000,5555555555
4307,refrigerador duplex,7,0.0,1100000,5555555555
2999,secadora de ropa eléctrica,9,0.0,16610000,5555555555
3682,lavadora 16 kg whirlpool,6,0.0,900000,5555555555
1983,pistas hot wheels,2,0.0,1380000,5555555555
6616,ron zacapa precio,1,0.0,440000,5555555555
2399,tequila 1800,51,0.0,5890000,5555555555
2206,ofertas,96,0.0,4350000,5555555555
3616,lavadora mabe 20 kg tienda,3,0.0,2590000,5555555555
2595,secadora coppel,1,0.0,1290000,5555555555
4668,hot wheels juguetibici,2,0.0,480000,5555555555
5004,nintendo switch oled pokemon,27,0.0,2840000,5555555555
2474,licores,2,0.0,2570000,5555555555
2188,pantalla 50 pulgadas,93,0.0,7750000,5555555555
5952,thomas english muffins nooks and crannies,2,0.0,50000,5555555555
6925,shampoo head and shoulders tienda,2,0.0,500000,5555555555
2048,pantalla de 50 pulgadas,17,0.0,1080000,5555555555
58,brother t720dw,16,0.0,2980000,5555555555
2435,maestro dobel,15,0.0,640000,5555555555
6153,dove sensitive,1,0.0,1060000,5555555555
8925,microdyn precio,11,0.0,10000,5555555555
1542,estufa con freidora de aire,17,0.0,900000,5555555555
5297,hisense 43 pulgadas vidaa,1,0.0,540000,5555555555
6915,una lata de leche condensada,3,0.0,20000,5555555555
1410,collar antipulgas hartz,5,0.0,130000,5555555555
6530,zaverich fresa,2,0.0,590000,5555555555
8146,lata de leche clavel,15,0.0,30000,5555555555
7169,bonafont uva,1,0.0,10000,5555555555
9693,medallon de atun,7,0.0,310000,5555555555
7227,fresca fusion,3,0.0,10000,5555555555
8201,acondicionador fructis rizos,1,0.0,120000,5555555555
5498,televisor 58 pulgadas,3,0.0,10000,5555555555
407,tienda en linea,96,0.0,2440000,5555555555
7174,perrier,4,0.0,170000,5555555555
6682,tequila azul,103,0.0,7090000,5555555555
9157,heineken 0.0,43,0.0,100000,5555555555
8001,chantilly para batir,2,0.0,60000,5555555555
5008,laptop lenovo tienda,2,0.0,1530000,5555555555
8941,suavitel anochecer,2,0.0,30000,5555555555
2138,ps5,374,0.0,11520000,5555555555
8031,kefir walmart,6,0.0,100000,5555555555
7480,canada dry ginger ale para que sirve,2,0.0,30000,5555555555
2472,vodka,106,0.0,210000,5555555555
9650,roku tv,58,0.0,560000,5555555555
7856,silk almendra,3,0.0,3240000,5555555555
9941,servilletas,1,0.0,5910000,5555555555
4180,refrigerador en color negro,1,0.0,1060000,5555555555
2684,lavadora con secadora precios,2,0.0,410000,5555555555
1956,estufa mabe negra 6 quemadores,3,0.0,720000,5555555555
7309,volt tienda,3,0.0,2080000,5555555555
2797,estufa mabe acero inoxidable 30,1,0.0,4110000,5555555555
3352,lavadora midea,38,0.0,2540000,5555555555
7315,ciel agua purificada,1,0.0,200000,5555555555
5584,sam's club,2,0.0,2850000,5555555555
1689,mini split,62,0.0,2800000,5555555555
1954,estufa mabe 6 quemadores coppel,3,0.0,840000,5555555555
5846,laptop ssd,8,0.0,730000,5555555555
5213,switch lite aurrera,1,0.0,150000,5555555555
2529,calahua,11,0.0,820000,5555555555
1672,lavadora midea de 17 kg,2,0.0,1050000,5555555555
9930,papel higiénico,17,0.0,11140000,5555555555
1593,coppel,11,0.0,1490000,5555555555
3081,dispensador de agua tienda,6,0.0,110000,5555555555
1924,estufa tienda,7,0.0,390000,5555555555
6967,gillette,30,0.0,8920000,5555555555
118,iphone 14,6,0.0,3810000,5555555555
5494,televisor,14,0.0,180000,5555555555
8019,leche nido kinder deslactosada,1,0.0,860000,5555555555
8990,cacerola tramontina 22 cm,1,0.0,70000,5555555555
6413,tequila azul centenario,2,0.0,3130000,5555555555
2881,refrigerador lg 9 pies gt29wdc,1,0.0,4910000,5555555555
2353,polly pocket,81,0.0,950000,5555555555
9551,ventilador de pedestal man,10,0.0,750000,5555555555
7579,funda para burro de planchar grande,3,0.0,1070000,5555555555
6172,jabon neutro balance,4,0.0,700000,5555555555
747,sams scooter,1,0.0,2130000,5555555555
3583,lavadoras elektra,2,0.0,3060000,5555555555
7021,bote para basura con ruedas,1,0.0,1730000,5555555555
3951,refrigerador recomendado por profeco,1,0.0,1250000,5555555555
9628,lap top hp,15,0.0,7570000,5555555555
933,desodorante antitranspirante speed stick,1,0.0,320000,5555555555
4709,smx55p7ur,1,0.0,360000,5555555555
894,crema facial vitacilina,1,0.0,60000,5555555555
7009,detergente liquido,28,0.0,2210000,5555555555
8194,crema dove para el pelo,2,0.0,130000,5555555555
3564,refrigeradores en linea,1,0.0,300000,5555555555
5347,pantalla hisense,1,0.0,60000,5555555555
2002,walmart,22,0.0,1200000,5555555555
7276,coca 600 ml,10,0.0,10000,5555555555
7566,dr pepper fresa,2,0.0,10000,5555555555
2032,nintendo switch lite precio mexico,2,0.0,10000,5555555555
8708,raidolitos precio tienda,1,0.0,660000,5555555555
9686,laptop hp pavilion,20,0.0,1450000,5555555555
48,iphone 12,607,0.0,15380000,5555555555
8048,nutrileche,35,0.0,10000,5555555555
7381,coquitas,1,0.0,10000,5555555555
3527,frigobar 7 pies,8,0.0,4160000,5555555555
10,motorola moto g24,46,0.0,2370000,5555555555
9355,refrigerador,355,0.0,78220000,5555555555
6061,convertible barbie,3,0.0,10000,5555555555
3362,congelador midea,8,0.0,980000,5555555555
2782,aire acondicionado 110,1,0.0,500000,5555555555
7313,refresco 3 litros,1,0.0,1120000,5555555555
1599,refrigeradores walmart,33,0.0,3090000,5555555555
8576,jabon foca líquido,3,0.0,120000,5555555555
6335,brandy walmart,1,0.0,1700000,5555555555
4452,sandwichera electrica oster,6,0.0,480000,5555555555
2951,lavadora continental 14 kg,1,0.0,230000,5555555555
4626,barbie fiat,3,0.0,950000,5555555555
4303,lavadora y secadora lg 18 kg,2,0.0,140000,5555555555
181,bacardi de coco,212,0.0,3870000,5555555555
8759,acido muriatico,32,0.0,60000,5555555555
2912,horno microondas,1,0.0,790000,5555555555
7420,naranjada,48,0.0,40000,5555555555
6315,pala cuadrada,2,0.0,420000,5555555555
6038,sabores de nieve holanda,1,0.0,10000,5555555555
8535,oxiclean tienda,1,0.0,3970000,5555555555
3605,lavadora hisense 11 kg,8,0.0,4620000,5555555555
8173,lala light deslactosada,1,0.0,10000,5555555555
9910,suavel,9,0.0,1920000,5555555555
7989,leche borden,1,0.0,50000,5555555555
3569,soriana refrigeradores,10,0.0,2580000,5555555555
3323,refrigeradores bodega aurrera,3,0.0,750000,5555555555
952,palmolive desodorante neutro balance,2,0.0,450000,5555555555
2334,radioshack,3,0.0,4380000,5555555555
6358,buchanans 1 litro,1,0.0,2090000,5555555555
4633,hot wheels city remolque pista de carreras,1,0.0,380000,5555555555
9142,riccadonna vino,13,0.0,10000,5555555555
9288,refrigerador hisense una puerta 9 pies azul cvc494n3awx,4,0.0,6130000,5555555555
6643,soriana tequila 3x2,1,0.0,4330000,5555555555
1107,caras y gestos,14,0.0,240000,5555555555
6810,pechuga,17,0.0,2240000,5555555555
3517,lg thinq aire acondicionado,1,0.0,4950000,5555555555
6045,nenuco,1,0.0,2560000,5555555555
358,lavatrastes axion,1,0.0,720000,5555555555
8381,rastrillos tienda,2,0.0,450000,5555555555
4231,stove,1,0.0,2760000,5555555555
8664,láminas de raid,1,0.0,20000,5555555555
556,cottonelle,54,0.0,1160000,5555555555
4571,refrigerador precio,7,0.0,520000,5555555555
8317,tienda totopos,3,0.0,20000,5555555555
7352,coca cola vainilla,6,0.0,230000,5555555555
6623,jose cuervo tradicional plata,7,0.0,730000,5555555555
4322,dispensador de agua electrico,3,0.0,1120000,5555555555
24,impresora hp,423,0.0,2420000,5555555555
9380,refrigerador hisense una puerta 9 pies azul cvc494n3awx,3,0.0,14470000,5555555555
9318,lavadora mabe automática 16 kg lma76112cbab0 blanca,2,0.0,26290000,5555555555
8072,nutririndes,5,0.0,950000,5555555555
6420,ron castillo,1,0.0,210000,5555555555
1382,pedigree 15 kilos,1,0.0,1120000,5555555555
259,chobani,19,0.0,340000,5555555555
6343,curacao azul,5,0.0,830000,5555555555
2593,secadora a gas,4,0.0,2250000,5555555555
828,peine revlon,3,0.0,230000,5555555555
3999,minisplit 18000 btu 220v,1,0.0,710000,5555555555
864,ponds,2,0.0,2100000,5555555555
381,jabon carisma,1,0.0,1060000,5555555555
4646,paw patrol tienda,1,0.0,270000,5555555555
8779,vaporizador para mosquitos,2,0.0,100000,5555555555
7592,fisher price uno,2,0.0,480000,5555555555
9863,tienda en linea,121,0.0,5160000,5555555555
38,pantalla sansui 40 pulgadas android tv smx40v1fa,5,0.0,510000,5555555555
2362,barbie cutie reveal muñeca animales de la selva,2,0.0,1470000,5555555555
8662,laminas raid,5,0.0,10000,5555555555
3820,minisplit veracruz,1,0.0,1380000,5555555555
9200,enfagrow 4,58,0.0,1770000,5555555555
7913,leche lala proteina,73,0.0,70000,5555555555
7400,agua evian 1 litro,1,0.0,190000,5555555555
9762,pierna y muslo tienda,6,0.0,10000,5555555555
7326,delaware punch,45,0.0,120000,5555555555
7985,yogurt griego sin azucar,6,0.0,90000,5555555555
2020,nintendo switch,92,0.0,210000,5555555555
6080,coppel nenucos,2,0.0,960000,5555555555
4637,barbie airplane,2,0.0,1130000,5555555555
6626,don ramon tequila,8,0.0,2520000,5555555555
9973,papel higiénico cottonelle 32 rollos,1,0.0,3520000,5555555555
8756,raid total,6,0.0,280000,5555555555
9964,pétalo 16 rollos,10,0.0,2620000,5555555555
9582,estufa mabe 6 quemadores,82,0.0,5710000,5555555555
4734,hp smart tank 580,28,0.0,10180000,5555555555
464,tienda en linea,348,0.0,1260000,5555555555
5536,tv smart,37,0.0,990000,5555555555
3826,estufa 30 pulgadas,8,0.0,8020000,5555555555
7447,cafe ole,63,0.0,130000,5555555555
5452,smart tv daewoo 40 pulgadas,2,0.0,230000,5555555555
7046,ariel 5.5 kg,10,0.0,2080000,5555555555
6600,buchanans de piña precio,4,0.0,10000,5555555555
449,vileda,32,0.0,6250000,5555555555
7517,boost bebida,22,0.0,10000,5555555555
207,chivas regal,37,0.0,3670000,5555555555
229,almohadas tienda,3,0.0,590000,5555555555
5957,helado de vainilla,4,0.0,250000,5555555555
3889,lavadora doble tina acros,7,0.0,1780000,5555555555
509,regio de 6 rollos precio,1,0.0,2220000,5555555555
3228,refri dos puertas,7,0.0,270000,5555555555
893,neutrogena,1,0.0,2140000,5555555555
4283,lg refrigerador,8,0.0,28040000,5555555555
1065,naturela nocturnas,8,0.0,10000,5555555555
6612,licor baileys,2,0.0,990000,5555555555
820,revlon cepillo,47,0.0,260000,5555555555
5319,office depot televisores,2,0.0,230000,5555555555
6556,tequila mango,3,0.0,10000,5555555555
1651,soriana en linea,23,0.0,2330000,5555555555
8545,fabuloso 5 litros precio soriana,1,0.0,720000,5555555555
482,regio luxury 32 rollos precio walmart,1,0.0,2310000,5555555555
2609,lavadora 15 kg,6,0.0,9320000,5555555555
9535,refrigerador mabe 19 pies,10,0.0,2330000,5555555555
5469,tcl 43 pulgadas,3,0.0,100000,5555555555
3184,lavadoras ofertas,8,0.0,5730000,5555555555
7265,garrafon bonafont,26,0.0,2250000,5555555555
7819,crema isdin reafirmante,1,0.0,10000,5555555555
6199,terso jabon,2,0.0,370000,5555555555
3450,lavasecadora lg 12 kg blanca,2,0.0,2480000,5555555555
9108,papel regio luxury,44,0.0,1520000,5555555555
3776,aire acondicionado kul 12000 btu,4,0.0,960000,5555555555
4596,refrigerador 32 pies,1,0.0,3270000,5555555555
6647,tequila don ramon silver,1,0.0,340000,5555555555
4664,hot wheels,61,0.0,770000,5555555555
5780,intel core i3 1215u,9,0.0,2280000,5555555555
19,echo show amazon 5 2da generación negro,1,0.0,1040000,5555555555
6202,jabon liquido en bolsa,1,0.0,140000,5555555555
2936,lavadoras whirlpool,9,0.0,5840000,5555555555
5672,moto g1 precio,1,0.0,1200000,5555555555
642,pasta dental sensodyne precio,2,0.0,590000,5555555555
2300,pantalla,41,0.0,6660000,5555555555
6453,1800 tienda,1,0.0,230000,5555555555
9647,roku,181,0.0,7280000,5555555555
1234,whiskas,7,0.0,4010000,5555555555
4440,lavadora whirlpool carga superior 18kg blanca 8mwtw1823wjm,7,0.0,9160000,5555555555
5638,celular 128gb,1,0.0,850000,5555555555
5344,pantalla en tienda,4,0.0,20000,5555555555
9540,walmart,27,0.0,39070000,5555555555
4507,refrigerador mabe 14 pies silver,2,0.0,1810000,5555555555
4651,camion monster truck,3,0.0,720000,5555555555
9508,lavadoras,253,0.0,28930000,5555555555
5736,tienda lap,1,0.0,20000,5555555555
9787,leche lala,11,0.0,50000,5555555555
9860,ofertas tienda,6,0.0,1370000,5555555555
6139,juguetes en oferta,6,0.0,1430000,5555555555
2412,tequila don ramon punta diamante,10,0.0,10860000,5555555555
7038,ensueño,15,0.0,2850000,5555555555
5738,tienda toluca,1,0.0,1940000,5555555555
8766,raid,123,0.0,550000,5555555555
4008,parrilla io mabe 60 cm negra io614pvi0,1,0.0,200000,5555555555
4995,impresora hp smart,1,0.0,90000,5555555555
693,luminous white,5,0.0,190000,5555555555
8605,foca 1 kg precio,3,0.0,1900000,5555555555
2141,laptop hp,370,0.0,5030000,5555555555
5348,pantalla hyundai,5,0.0,540000,5555555555
1443,estufa 4 quemadores,17,0.0,9630000,5555555555
4822,sansui 50,3,0.0,210000,5555555555
8189,latas de leche clavel,1,0.0,10000,5555555555
2990,minisplit inverter frio calor 110v,2,0.0,1560000,5555555555
6338,green label tienda,1,0.0,60000,5555555555
165,hornitos,7,0.0,3350000,5555555555
6428,tequila sauza blanco,1,0.0,730000,5555555555
1705,walmart en linea,1,0.0,1160000,5555555555
6463,buchanans 12 precio,1,0.0,5270000,5555555555
3310,refrigerador samsung,137,0.0,8440000,5555555555
2354,juguetes,4,0.0,1810000,5555555555
7883,leche lac del,5,0.0,460000,5555555555
4590,soriana refrigeradores,9,0.0,2320000,5555555555
1766,estufa tienda,7,0.0,2920000,5555555555
2735,oster freidora de aire,3,0.0,130000,5555555555
5201,adaptador hdmi a c,1,0.0,10000,5555555555
9943,papel higiénico,224,0.0,2810000,5555555555
4016,batidora sur la table,3,0.0,590000,5555555555
1760,lavadora mabe 22 kg,146,0.0,79540000,5555555555
1977,minisplit,2,0.0,700000,5555555555
448,trapeador giratorio,22,0.0,2190000,5555555555
6157,jabon neutro micelar,2,0.0,10000,5555555555
83,axon 50 lite,235,0.0,7730000,5555555555
6842,santa clara deslactosada,2,0.0,6120000,5555555555
5945,sopes mini,1,0.0,4130000,5555555555
5756,fq1004la,1,0.0,2270000,5555555555
4731,celular oppo a78,2,0.0,610000,5555555555
9354,elektra,10,0.0,4890000,5555555555
3174,lavadoras bodega aurrera precios,1,0.0,5450000,5555555555
5031,impresora 2375 precio,2,0.0,90000,5555555555
2758,lavadora whirlpool 15 kg,1,0.0,3620000,5555555555
9599,refrigerador mabe 14 pies,36,0.0,2020000,5555555555
3415,ventiladores soriana,4,0.0,1700000,5555555555
5461,smart tv soriana,2,0.0,10000,5555555555
7495,agua light,2,0.0,50000,5555555555
3412,lavadora continental opiniones,2,0.0,5660000,5555555555
1014,toallas kotex nocturnas,1,0.0,960000,5555555555
1305,tienda cat chow,3,0.0,10000,5555555555
5376,pantallas 45 pulgadas,2,0.0,560000,5555555555
7242,12 pack coca cola 355ml,2,0.0,1810000,5555555555
2826,rme360fdmrq0,7,0.0,14920000,5555555555
1940,dispensador de agua garrafon oculto,3,0.0,1990000,5555555555
3749,refrigeradores lg,68,0.0,940000,5555555555
9664,tv 50 pulgadas,67,0.0,2510000,5555555555
7301,mexicana soda,1,0.0,10000,5555555555
8417,men expert pure charcoal,1,0.0,750000,5555555555
3007,batidoras,1,0.0,590000,5555555555
5641,celulares tienda,8,0.0,530000,5555555555
5981,pampita pan,1,0.0,10000,5555555555
3646,refri rojo,1,0.0,620000,5555555555
2496,anis del mono,1,0.0,520000,5555555555
6160,jabon de tocador kleenex,1,0.0,430000,5555555555
9744,refresco square,5,0.0,10000,5555555555
3195,winia lavadora,6,0.0,2420000,5555555555
4617,t fal multiprocesador actimix,1,0.0,50000,5555555555
8215,caprice biorganic,1,0.0,220000,5555555555
7980,tapa de huevo,1,0.0,140000,5555555555
2155,celulares en oferta,10,0.0,1940000,5555555555
599,protector solar loreal uv defender,5,0.0,1560000,5555555555
4062,lavadoras ofertas,8,0.0,1250000,5555555555
8966,comal tefal,2,0.0,270000,5555555555
8447,salvo 900,2,0.0,4460000,5555555555
4846,lanix neuron al v11,1,0.0,740000,5555555555
3929,refrigerador de 11 pies,22,0.0,1560000,5555555555
1087,basta tienda,2,0.0,10000,5555555555
3490,refrigerador winia,6,0.0,1120000,5555555555
8669,raid laminitas,151,0.0,80000,5555555555
3378,batidora oster 6 velocidades,2,0.0,570000,5555555555
9080,tienda papel higienico,16,0.0,650000,5555555555
6961,gillette mach 3 sensitive 4 cartuchos,3,0.0,1520000,5555555555
9936,regio just 1,91,0.0,6780000,5555555555
3262,refrigerador dos puertas elektra,2,0.0,310000,5555555555
6276,llave para manguera de jardín,2,0.0,2720000,5555555555
2348,pan bimbo cero cero sin harina,19,0.0,110000,5555555555
5244,barra de sonido fussion,1,0.0,70000,5555555555
7613,caminadora perrita fisher price,1,0.0,350000,5555555555
4337,lg mh1536gir,1,0.0,3100000,5555555555
901,desodorante neutro balance,2,0.0,590000,5555555555
3376,frigobar continental,28,0.0,20000,5555555555
2030,nintendo switch,42,0.0,9750000,5555555555
604,globos tienda,2,0.0,680000,5555555555
9422,frigobar 2 pies,1,0.0,900000,5555555555
1937,lavadora whirlpool 18 kg tienda,1,0.0,110000,5555555555
6521,tequila jimador reposado 950 ml precio,1,0.0,830000,5555555555
6613,precio baileys tienda,1,0.0,10000,5555555555
2572,cepillo pro double duty,1,0.0,10000,5555555555
4186,refrigerador igloo,1,0.0,1270000,5555555555
3639,clima midea 12000 btu,4,0.0,1740000,5555555555
7625,pony fisher price,5,0.0,1280000,5555555555
7719,precio de pollo en tienda hoy,1,0.0,510000,5555555555
9544,refrigerador 10 pies midea blue steel top mount,14,0.0,1490000,5555555555
3742,refrigerador lg inverter,15,0.0,1180000,5555555555
1103,5 segundos,1,0.0,10000,5555555555
3221,precio de refrigeradores en tienda,1,0.0,210000,5555555555
2395,la roche posay anthelios oil correct,4,0.0,1250000,5555555555
7451,jaztea,25,0.0,20000,5555555555
8401,repuesto gillette,1,0.0,130000,5555555555
1952,estufa,706,0.0,14540000,5555555555
5123,walmart en linea nintendo switch,1,0.0,1070000,5555555555
4448,microondas ge,7,0.0,2330000,5555555555
3191,mabe lavadora 16 kg,4,0.0,540000,5555555555
8729,pinol therapy fresh,2,0.0,240000,5555555555
2719,refrigerador lg 9 pies,1,0.0,3310000,5555555555
6211,jabon palmolive antibacterial,4,0.0,510000,5555555555
4621,sandwichera oster,1,0.0,120000,5555555555
6364,tequila don julio blanco,6,0.0,1000000,5555555555
3050,ofertas estufa,1,0.0,670000,5555555555
1094,neovenator jurassic world,1,0.0,240000,5555555555
2728,lavadora 11 kg,2,0.0,1840000,5555555555
1697,licuadora,162,0.0,930000,5555555555
8627,salvo hierbabuena,4,0.0,1310000,5555555555
7815,walmart costilla de cerdo,1,0.0,770000,5555555555
2650,refrigerador lg 22.5 pies side by side vs22jnt negro mate,1,0.0,6270000,5555555555
9233,pañales huggies etapa 7,20,0.0,330000,5555555555
6394,zacapa 12,2,0.0,3250000,5555555555
9627,tienda en linea,12,0.0,2900000,5555555555
4641,pista hot wheels gorilla,2,0.0,260000,5555555555
2540,corona agua rifada,1,0.0,480000,5555555555
8214,shampoo micelar,1,0.0,840000,5555555555
6127,lol,1,0.0,2490000,5555555555
7850,coco kefir,1,0.0,2710000,5555555555
6257,calzaletas chanclas,1,0.0,20000,5555555555
2417,licores,1,0.0,2120000,5555555555
3491,refrigeradores aurrera,2,0.0,940000,5555555555
7921,clavel en polvo,3,0.0,510000,5555555555
7256,garrafon de agua ciel,10,0.0,80000,5555555555
3387,refrigerador oster,2,0.0,2240000,5555555555
2014,nintendo switch,45,0.0,1900000,5555555555
1416,refrigerador mabe 10 pies con despachador de agua,1,0.0,3720000,5555555555
6048,nenuco,1,0.0,3110000,5555555555
4280,lg thinq aire acondicionado,1,0.0,3170000,5555555555
9136,masa play doh,21,0.0,10000,5555555555
4011,parrillas de gas supra,2,0.0,390000,5555555555
6344,appleton 12 años,1,0.0,500000,5555555555
9014,tefal 12 cm,2,0.0,500000,5555555555
1614,repuesto jarra cafetera oster 4 tazas,1,0.0,440000,5555555555
3650,horno empotrable a gas,3,0.0,3390000,5555555555
4125,refrigeradores en oferta,35,0.0,740000,5555555555
9463,lavadora hisense doble tina blanco 11 kg,3,0.0,780000,5555555555
468,regio just 1,21,0.0,4800000,5555555555
8959,luminarc smart cuisine,2,0.0,2210000,5555555555
9172,mega bloks 80 piezas,9,0.0,1800000,5555555555
6582,jose cuervo tradicional,81,0.0,1550000,5555555555
3274,refrigerador ge,2,0.0,510000,5555555555
9000,promocion de sartenes,1,0.0,1370000,5555555555
9362,cafetera dolce gusto,4,0.0,2010000,5555555555
4137,secadora electrica de ropa,11,0.0,1750000,5555555555
6118,micro hornito mis pastelitos,11,0.0,290000,5555555555
3595,lavadora 11kg,1,0.0,1240000,5555555555
8102,thai leche de coco,1,0.0,60000,5555555555
6635,caja de tequila don ramon punta diamante,1,0.0,520000,5555555555
2253,tv sansui 55 pulgadas precio,7,0.0,920000,5555555555
2853,lg lavadoras,5,0.0,2780000,5555555555
8514,difusor glade,2,0.0,1050000,5555555555
1680,lavadora de dos tinas 11 kg,2,0.0,340000,5555555555
200,tequila,53,0.0,1030000,5555555555
3767,aire acondicionado 110v,7,0.0,1170000,5555555555
5133,roku tienda precio,2,0.0,190000,5555555555
8505,raid casa y jardin,43,0.0,1550000,5555555555
2177,iphone 12 pro max reacondicionado,1,0.0,2220000,5555555555
5268,pantalla hyundai,8,0.0,1110000,5555555555
4041,lavadora lg inverter direct drive,2,0.0,510000,5555555555
3913,refri mabe 14 pies,5,0.0,810000,5555555555
6672,jerez tio pepe,2,0.0,40000,5555555555
6783,perrito andadera de aprendizaje fisher price,1,0.0,590000,5555555555
2564,sky bebida,11,0.0,10000,5555555555
4376,estufa calidad precio,1,0.0,950000,5555555555
7100,sanytol,7,0.0,980000,5555555555
2634,lm65bgsk,2,0.0,18570000,5555555555
3512,aire acondicionado 1.5 toneladas,17,0.0,1460000,5555555555
9613,roku tienda,3,0.0,210000,5555555555
7520,refresco 355 ml precio,1,0.0,630000,5555555555
4239,estufas tienda,12,0.0,1220000,5555555555
2425,vodka oso negro 1.75 precio,4,0.0,2050000,5555555555
4106,refrigerador en oferta,25,0.0,150000,5555555555
3344,samsung 22 pies,3,0.0,950000,5555555555
7139,mandil para niños,14,0.0,170000,5555555555
3222,promoción de refrigeradores,1,0.0,2160000,5555555555
4828,televisor sansui,1,0.0,520000,5555555555
4192,refrigerador negro,75,0.0,13710000,5555555555
2443,ballantines,61,0.0,6520000,5555555555
3956,refrigerador whirlpool 14 pies,18,0.0,5270000,5555555555
8331,pan para hot dog mayoreo,3,0.0,390000,5555555555
8537,pinol aromas,8,0.0,1330000,5555555555
736,bicicleta nel lusso huffy,1,0.0,1200000,5555555555
204,tequila don ramón punta diamante plata 750ml,1,0.0,130000,5555555555
4118,refrigerador walmart,24,0.0,800000,5555555555
2314,granola dulcerel,1,0.0,110000,5555555555
7429,tienda slp,1,0.0,8250000,5555555555
61,roku,8,0.0,1110000,5555555555
8540,jabon axion tricloro,1,0.0,1480000,5555555555
1727,bodega aurrera en línea liquidaciones,3,0.0,540000,5555555555
2059,celular,25,0.0,1860000,5555555555
4439,lavadora whirlpool 8mwtw2024mjm opiniones,1,0.0,8640000,5555555555
7999,chantilly,83,0.0,760000,5555555555
3306,refrigerador midea mdrf700fgm46,2,0.0,430000,5555555555
1280,croquetas campeón,2,0.0,120000,5555555555
548,papel regio,73,0.0,9580000,5555555555
9001,sarten tienda,2,0.0,100000,5555555555
7836,lala griego zero,9,0.0,2350000,5555555555
2341,laptops,5,0.0,4490000,5555555555
2110,impresora hp deskjet ink advantage 3775,1,0.0,10000,5555555555
8536,acido muriatico,14,0.0,2030000,5555555555
2463,tequila don ramon punta diamante reposado,3,0.0,480000,5555555555
5364,pantalla silo 50 pulgadas,2,0.0,90000,5555555555
5140,smx65vaug,1,0.0,810000,5555555555
265,lechera,19,0.0,9870000,5555555555
7365,agua santa maria,23,0.0,2060000,5555555555
5544,barra de sonido klipsch cinema 400,3,0.0,570000,5555555555
5713,walmart en linea,4,0.0,2860000,5555555555
7213,garrafon 20 litros epura,1,0.0,1180000,5555555555
1633,lavadora,55,0.0,2080000,5555555555
4695,patinetas para los dedos,4,0.0,10000,5555555555
3492,refrigeradores baratos,52,0.0,2460000,5555555555
4155,mabe,5,0.0,3880000,5555555555
